policy_id,customer_id,policy_type,premium,sum_assured,tenure_months,start_date,end_date,channel,product_name
POL205871,CUST104297,Motor,15800.0,390000.0,12,2024-11-27,2025-11-22,Agent,Motor Third-Party
POL205872,CUST104492,Health,18900.0,815000.0,24,2022-06-18,2024-06-07,Bancassurance,Critical Illness
POL205873,CUST100703,Motor,17100.0,375000.0,12,2021-07-15,2022-07-10,Agent,Motor Own-Damage
POL205874,CUST104821,Property,14300.0,446000.0,24,2021-05-20,2023-05-10,Agent,Home Shield
POL205875,CUST103129,Health,8200.0,403000.0,12,2022-03-03,2023-02-26,Agent,Critical Illness
POL205876,CUST102561,Health,10700.0,445000.0,12,2022-05-24,2023-05-19,Online,Family Floater
POL205877,CUST101709,Travel,18100.0,1015000.0,24,2023-07-20,2025-07-09,Agent,Domestic Travel
POL205878,CUST101175,Property,26700.0,747000.0,36,2021-06-08,2024-05-23,Broker,Property All-Risk
POL205879,CUST101626,Health,7500.0,116000.0,6,2023-01-17,2023-07-16,Agent,Family Floater
POL205880,CUST100869,Travel,42600.0,1610000.0,6,2021-06-12,2021-12-09,Agent,International Travel
POL205881,CUST103950,Motor,4800.0,120000.0,12,2023-06-27,2024-06-21,Bancassurance,Motor Third-Party
POL205882,CUST104742,Health,9000.0,185000.0,24,2023-07-25,2025-07-14,Online,Critical Illness
POL205883,CUST104835,Marine,18500.0,292000.0,36,2023-09-30,2026-09-14,Broker,Marine Cargo
POL205884,CUST104454,Health,22500.0,931000.0,12,2022-10-09,2023-10-04,Online,Family Floater
POL205885,CUST100661,Health,10800.0,350000.0,12,2022-09-10,2023-09-05,Online,Individual Health
POL205886,CUST103704,Property,16100.0,476000.0,24,2022-02-03,2024-01-24,Agent,Fire & Allied Perils
POL205887,CUST104289,Motor,14300.0,460000.0,12,2024-09-14,2025-09-09,Direct,Motor Third-Party
POL205888,CUST102552,Motor,12800.0,632000.0,12,2024-10-26,2025-10-21,Agent,Motor Comprehensive
POL205889,CUST102790,Life,8900.0,226000.0,24,2021-06-01,2023-05-22,Agent,ULIP
POL205890,CUST101922,Motor,18300.0,694000.0,12,2024-11-17,2025-11-12,Online,Motor Third-Party
POL205891,CUST104112,Motor,18800.0,1123000.0,60,2023-03-19,2028-02-21,Online,Motor Own-Damage
POL205892,CUST103517,Health,15700.0,271000.0,12,2023-06-14,2024-06-08,Direct,Family Floater
POL205893,CUST103145,Health,23600.0,1052000.0,24,2023-09-14,2025-09-03,Bancassurance,Critical Illness
POL205894,CUST100047,Health,18300.0,837000.0,36,2021-10-25,2024-10-09,Bancassurance,Critical Illness
POL205895,CUST104802,Life,9900.0,337000.0,12,2024-10-07,2025-10-02,Broker,Term Life
POL205896,CUST102621,Health,33900.0,1740000.0,12,2024-09-20,2025-09-15,Broker,Individual Health
POL205897,CUST104779,Life,20900.0,945000.0,12,2022-08-20,2023-08-15,Online,ULIP
POL205898,CUST103393,Motor,13100.0,616000.0,12,2022-06-19,2023-06-14,Agent,Motor Own-Damage
POL205899,CUST102604,Health,12000.0,250000.0,12,2024-08-06,2025-08-01,Bancassurance,Individual Health
POL205900,CUST103768,Travel,11800.0,468000.0,12,2022-12-08,2023-12-03,Bancassurance,Domestic Travel
POL205901,CUST101233,Health,7800.0,176000.0,24,2022-02-01,2024-01-22,Bancassurance,Family Floater
POL205902,CUST102255,Motor,10500.0,195000.0,12,2023-12-13,2024-12-07,Agent,Motor Own-Damage
POL205903,CUST100125,Travel,17100.0,583000.0,24,2021-01-24,2023-01-14,Online,Domestic Travel
POL205904,CUST103725,Health,21300.0,414000.0,12,2023-12-19,2024-12-13,Direct,Individual Health
POL205905,CUST101620,Health,31600.0,475000.0,12,2023-08-20,2024-08-14,Online,Critical Illness
POL205906,CUST100479,Motor,13200.0,775000.0,12,2022-11-02,2023-10-28,Agent,Motor Own-Damage
POL205907,CUST103981,Life,18000.0,980000.0,36,2023-03-17,2026-03-01,Bancassurance,Endowment Plan
POL205908,CUST101166,Motor,17800.0,416000.0,12,2023-02-26,2024-02-21,Online,Motor Own-Damage
POL205909,CUST101119,Life,10400.0,226000.0,12,2021-12-20,2022-12-15,Online,Endowment Plan
POL205910,CUST100723,Life,20200.0,615000.0,24,2024-11-21,2026-11-11,Broker,Term Life
POL205911,CUST103017,Life,6400.0,128000.0,12,2023-01-01,2023-12-27,Bancassurance,Endowment Plan
POL205912,CUST101699,Motor,14800.0,448000.0,12,2022-12-25,2023-12-20,Broker,Motor Own-Damage
POL205913,CUST102853,Motor,13200.0,617000.0,12,2023-06-10,2024-06-04,Broker,Motor Third-Party
POL205914,CUST101720,Property,10900.0,281000.0,12,2023-10-29,2024-10-23,Online,Fire & Allied Perils
POL205915,CUST103766,Marine,18800.0,941000.0,60,2022-11-16,2027-10-21,Broker,Marine Hull
POL205916,CUST101869,Motor,31700.0,1792000.0,6,2021-11-06,2022-05-05,Online,Motor Comprehensive
POL205917,CUST103964,Health,25300.0,423000.0,12,2022-08-25,2023-08-20,Agent,Individual Health
POL205918,CUST102329,Life,17500.0,688000.0,24,2023-06-24,2025-06-13,Bancassurance,Term Life
POL205919,CUST100074,Property,24200.0,446000.0,12,2021-12-26,2022-12-21,Bancassurance,Home Shield
POL205920,CUST102181,Marine,36900.0,1469000.0,12,2021-09-18,2022-09-13,Agent,Marine Hull
POL205921,CUST101225,Life,10000.0,167000.0,12,2021-08-05,2022-07-31,Agent,ULIP
POL205922,CUST102452,Motor,14800.0,553000.0,24,2022-06-19,2024-06-08,Bancassurance,Motor Own-Damage
POL205923,CUST100623,Property,19900.0,681000.0,12,2024-02-14,2025-02-08,Online,Fire & Allied Perils
POL205924,CUST103762,Property,20800.0,1208000.0,12,2022-10-17,2023-10-12,Bancassurance,Fire & Allied Perils
POL205925,CUST103122,Health,13300.0,308000.0,12,2022-03-26,2023-03-21,Agent,Family Floater
POL205926,CUST100710,Health,17700.0,352000.0,12,2023-09-07,2024-09-01,Direct,Family Floater
POL205927,CUST104891,Motor,13700.0,251000.0,24,2024-03-02,2026-02-20,Agent,Motor Comprehensive
POL205928,CUST101753,Health,15300.0,326000.0,6,2021-04-29,2021-10-26,Bancassurance,Individual Health
POL205929,CUST101049,Property,5200.0,215000.0,24,2024-10-05,2026-09-25,Online,Fire & Allied Perils
POL205930,CUST100000,Motor,31700.0,1864000.0,12,2021-05-27,2022-05-22,Direct,Motor Comprehensive
POL205931,CUST101233,Property,4400.0,184000.0,12,2023-11-23,2024-11-17,Bancassurance,Property All-Risk
POL205932,CUST100141,Motor,11400.0,505000.0,12,2021-03-18,2022-03-13,Bancassurance,Motor Third-Party
POL205933,CUST102415,Motor,21300.0,909000.0,12,2022-03-15,2023-03-10,Bancassurance,Motor Third-Party
POL205934,CUST103032,Life,26900.0,616000.0,12,2022-07-11,2023-07-06,Agent,Endowment Plan
POL205935,CUST101850,Motor,13600.0,782000.0,24,2021-10-14,2023-10-04,Agent,Motor Third-Party
POL205936,CUST104380,Life,22700.0,1354000.0,24,2021-10-22,2023-10-12,Bancassurance,Endowment Plan
POL205937,CUST104830,Health,14900.0,328000.0,12,2022-06-15,2023-06-10,Direct,Critical Illness
POL205938,CUST101529,Life,18700.0,490000.0,24,2024-01-29,2026-01-18,Bancassurance,ULIP
POL205939,CUST103188,Travel,11800.0,480000.0,12,2022-12-19,2023-12-14,Bancassurance,Domestic Travel
POL205940,CUST102009,Health,21500.0,1212000.0,12,2024-04-19,2025-04-14,Agent,Critical Illness
POL205941,CUST101368,Motor,7300.0,300000.0,36,2024-03-27,2027-03-12,Online,Motor Third-Party
POL205942,CUST101049,Property,41900.0,1340000.0,12,2021-12-24,2022-12-19,Bancassurance,Home Shield
POL205943,CUST102607,Motor,10600.0,340000.0,36,2022-10-16,2025-09-30,Bancassurance,Motor Own-Damage
POL205944,CUST100713,Motor,7800.0,257000.0,12,2023-06-17,2024-06-11,Online,Motor Third-Party
POL205945,CUST103362,Property,15500.0,882000.0,12,2022-02-08,2023-02-03,Agent,Home Shield
POL205946,CUST104420,Motor,12800.0,636000.0,12,2022-12-16,2023-12-11,Broker,Motor Third-Party
POL205947,CUST101840,Life,31400.0,1602000.0,24,2022-03-11,2024-02-29,Online,Endowment Plan
POL205948,CUST102860,Motor,38100.0,645000.0,12,2021-10-20,2022-10-15,Agent,Motor Comprehensive
POL205949,CUST104880,Life,10800.0,312000.0,12,2021-04-18,2022-04-13,Direct,ULIP
POL205950,CUST103524,Life,19900.0,1000000.0,24,2023-07-18,2025-07-07,Agent,Endowment Plan
POL205951,CUST102019,Health,18700.0,380000.0,24,2022-12-05,2024-11-24,Bancassurance,Individual Health
POL205952,CUST104409,Health,19500.0,522000.0,24,2023-12-13,2025-12-02,Bancassurance,Family Floater
POL205953,CUST100212,Motor,8900.0,463000.0,6,2021-04-09,2021-10-06,Online,Motor Third-Party
POL205954,CUST102941,Motor,8800.0,353000.0,36,2024-05-07,2027-04-22,Bancassurance,Motor Comprehensive
POL205955,CUST101262,Property,16400.0,648000.0,12,2024-10-28,2025-10-23,Direct,Home Shield
POL205956,CUST100901,Marine,19000.0,537000.0,24,2022-03-17,2024-03-06,Broker,Marine Hull
POL205957,CUST102584,Property,6800.0,130000.0,12,2024-11-23,2025-11-18,Agent,Property All-Risk
POL205958,CUST103566,Life,11500.0,620000.0,12,2021-08-14,2022-08-09,Agent,Endowment Plan
POL205959,CUST103690,Health,14400.0,334000.0,12,2023-02-14,2024-02-09,Broker,Critical Illness
POL205960,CUST103739,Life,27600.0,1068000.0,12,2024-09-22,2025-09-17,Online,ULIP
POL205961,CUST101443,Life,23800.0,992000.0,6,2022-09-21,2023-03-20,Online,ULIP
POL205962,CUST102069,Motor,31000.0,1130000.0,12,2024-09-21,2025-09-16,Online,Motor Comprehensive
POL205963,CUST100565,Health,15500.0,800000.0,12,2021-10-24,2022-10-19,Broker,Family Floater
POL205964,CUST103084,Motor,12300.0,187000.0,12,2022-02-22,2023-02-17,Bancassurance,Motor Own-Damage
POL205965,CUST104019,Health,30000.0,939000.0,60,2023-07-28,2028-07-01,Bancassurance,Family Floater
POL205966,CUST102422,Life,15200.0,707000.0,6,2021-03-24,2021-09-20,Agent,Endowment Plan
POL205967,CUST101563,Health,21400.0,367000.0,36,2021-12-14,2024-11-28,Agent,Critical Illness
POL205968,CUST101664,Life,4200.0,237000.0,12,2023-11-01,2024-10-26,Direct,ULIP
POL205969,CUST103250,Travel,14800.0,474000.0,24,2021-07-13,2023-07-03,Online,Domestic Travel
POL205970,CUST103362,Marine,15300.0,639000.0,36,2022-06-17,2025-06-01,Bancassurance,Marine Cargo
POL205971,CUST102381,Property,15100.0,233000.0,12,2023-03-25,2024-03-19,Online,Home Shield
POL205972,CUST101237,Property,16300.0,640000.0,12,2024-01-13,2025-01-07,Broker,Fire & Allied Perils
POL205973,CUST102052,Health,29500.0,717000.0,24,2023-02-01,2025-01-21,Online,Critical Illness
POL205974,CUST101637,Life,11700.0,352000.0,60,2021-04-15,2026-03-20,Broker,ULIP
POL205975,CUST100489,Life,23600.0,1350000.0,12,2023-05-13,2024-05-07,Agent,ULIP
POL205976,CUST102028,Travel,6200.0,293000.0,12,2022-11-02,2023-10-28,Agent,Domestic Travel
POL205977,CUST104244,Health,6700.0,295000.0,12,2022-07-30,2023-07-25,Agent,Family Floater
POL205978,CUST103073,Health,9100.0,541000.0,24,2022-05-01,2024-04-20,Agent,Family Floater
POL205979,CUST100667,Property,10400.0,240000.0,12,2024-04-07,2025-04-02,Online,Home Shield
POL205980,CUST104261,Life,23500.0,417000.0,24,2023-07-28,2025-07-17,Online,Endowment Plan
POL205981,CUST101067,Motor,16400.0,813000.0,12,2021-02-20,2022-02-15,Online,Motor Comprehensive
POL205982,CUST103074,Life,5300.0,85000.0,24,2023-11-02,2025-10-22,Bancassurance,ULIP
POL205983,CUST102838,Life,17400.0,871000.0,12,2022-03-02,2023-02-25,Bancassurance,Endowment Plan
POL205984,CUST103630,Life,17300.0,654000.0,24,2024-10-17,2026-10-07,Agent,Term Life
POL205985,CUST103831,Travel,2000.0,50000.0,6,2022-10-21,2023-04-19,Bancassurance,International Travel
POL205986,CUST101463,Life,31000.0,1358000.0,36,2022-05-23,2025-05-07,Broker,Term Life
POL205987,CUST103888,Property,9700.0,361000.0,12,2021-06-29,2022-06-24,Bancassurance,Property All-Risk
POL205988,CUST102937,Health,23400.0,550000.0,36,2021-07-08,2024-06-22,Online,Critical Illness
POL205989,CUST101748,Motor,20700.0,1061000.0,6,2023-12-17,2024-06-14,Broker,Motor Own-Damage
POL205990,CUST100519,Health,7700.0,216000.0,36,2024-11-04,2027-10-20,Online,Individual Health
POL205991,CUST102842,Health,27900.0,726000.0,12,2022-08-02,2023-07-28,Online,Individual Health
POL205992,CUST102316,Property,18900.0,875000.0,12,2023-04-13,2024-04-07,Broker,Home Shield
POL205993,CUST102352,Life,27800.0,942000.0,60,2024-10-25,2029-09-29,Agent,Term Life
POL205994,CUST103449,Health,35300.0,1075000.0,12,2024-09-24,2025-09-19,Direct,Individual Health
POL205995,CUST103544,Health,8900.0,358000.0,12,2023-10-02,2024-09-26,Broker,Critical Illness
POL205996,CUST100898,Travel,18200.0,813000.0,12,2024-04-27,2025-04-22,Online,Domestic Travel
POL205997,CUST101481,Motor,6200.0,128000.0,12,2023-01-25,2024-01-20,Bancassurance,Motor Own-Damage
POL205998,CUST104510,Motor,27600.0,1526000.0,24,2022-12-18,2024-12-07,Agent,Motor Third-Party
POL205999,CUST102970,Life,5100.0,162000.0,12,2022-10-02,2023-09-27,Bancassurance,Endowment Plan
POL206000,CUST102085,Life,7300.0,174000.0,24,2021-05-10,2023-04-30,Bancassurance,Term Life
POL206001,CUST104862,Health,11200.0,233000.0,24,2023-06-06,2025-05-26,Agent,Critical Illness
POL206002,CUST103355,Motor,15200.0,843000.0,12,2022-03-13,2023-03-08,Bancassurance,Motor Third-Party
POL206003,CUST104247,Health,24000.0,429000.0,60,2023-11-13,2028-10-17,Direct,Individual Health
POL206004,CUST102349,Motor,5500.0,258000.0,12,2023-10-18,2024-10-12,Bancassurance,Motor Third-Party
POL206005,CUST100817,Motor,18000.0,287000.0,24,2022-04-18,2024-04-07,Agent,Motor Own-Damage
POL206006,CUST103661,Health,10800.0,589000.0,24,2023-12-08,2025-11-27,Agent,Family Floater
POL206007,CUST104082,Motor,14900.0,834000.0,12,2021-09-09,2022-09-04,Agent,Motor Comprehensive
POL206008,CUST102921,Health,30400.0,822000.0,12,2022-01-03,2022-12-29,Agent,Individual Health
POL206009,CUST102164,Property,16300.0,290000.0,12,2023-09-25,2024-09-19,Agent,Property All-Risk
POL206010,CUST100612,Motor,20500.0,344000.0,12,2023-07-25,2024-07-19,Broker,Motor Own-Damage
POL206011,CUST101228,Health,4100.0,238000.0,12,2024-07-03,2025-06-28,Online,Family Floater
POL206012,CUST104623,Health,9700.0,425000.0,12,2021-05-31,2022-05-26,Online,Individual Health
POL206013,CUST100842,Motor,15300.0,885000.0,24,2023-10-23,2025-10-12,Agent,Motor Own-Damage
POL206014,CUST103300,Life,6400.0,234000.0,24,2021-11-08,2023-10-29,Direct,ULIP
POL206015,CUST103316,Motor,4900.0,250000.0,12,2022-05-16,2023-05-11,Direct,Motor Comprehensive
POL206016,CUST102360,Travel,9800.0,565000.0,36,2021-06-28,2024-06-12,Online,International Travel
POL206017,CUST104983,Life,15300.0,402000.0,12,2022-04-02,2023-03-28,Broker,ULIP
POL206018,CUST103383,Motor,23200.0,442000.0,24,2021-10-24,2023-10-14,Online,Motor Comprehensive
POL206019,CUST104833,Marine,23300.0,644000.0,12,2023-02-01,2024-01-27,Agent,Marine Hull
POL206020,CUST101304,Health,14100.0,559000.0,24,2021-08-30,2023-08-20,Online,Individual Health
POL206021,CUST103703,Motor,16400.0,759000.0,24,2023-04-25,2025-04-14,Agent,Motor Own-Damage
POL206022,CUST103844,Health,5800.0,342000.0,12,2023-11-17,2024-11-11,Agent,Critical Illness
POL206023,CUST104594,Life,39800.0,2002000.0,12,2022-08-07,2023-08-02,Online,Term Life
POL206024,CUST102056,Life,32500.0,615000.0,12,2024-08-29,2025-08-24,Online,ULIP
POL206025,CUST101661,Life,18700.0,1055000.0,60,2021-07-07,2026-06-11,Online,Endowment Plan
POL206026,CUST104025,Marine,12900.0,684000.0,60,2024-11-11,2029-10-16,Direct,Marine Hull
POL206027,CUST103594,Travel,27100.0,669000.0,12,2023-05-24,2024-05-18,Agent,Domestic Travel
POL206028,CUST101370,Motor,40200.0,2217000.0,12,2022-07-26,2023-07-21,Broker,Motor Comprehensive
POL206029,CUST101522,Marine,20200.0,510000.0,12,2021-02-10,2022-02-05,Online,Marine Cargo
POL206030,CUST103951,Motor,23400.0,903000.0,12,2024-06-08,2025-06-03,Agent,Motor Own-Damage
POL206031,CUST102847,Travel,11100.0,551000.0,24,2024-10-09,2026-09-29,Bancassurance,Domestic Travel
POL206032,CUST104533,Motor,6700.0,129000.0,12,2021-05-14,2022-05-09,Agent,Motor Comprehensive
POL206033,CUST103152,Motor,14400.0,674000.0,12,2022-01-22,2023-01-17,Agent,Motor Own-Damage
POL206034,CUST104904,Health,21600.0,827000.0,6,2023-04-11,2023-10-08,Online,Individual Health
POL206035,CUST101636,Motor,5700.0,216000.0,12,2022-05-06,2023-05-01,Broker,Motor Third-Party
POL206036,CUST103883,Property,38400.0,1645000.0,12,2023-06-03,2024-05-28,Online,Property All-Risk
POL206037,CUST100950,Motor,20700.0,381000.0,12,2023-05-10,2024-05-04,Agent,Motor Own-Damage
POL206038,CUST103520,Health,23400.0,485000.0,12,2022-08-22,2023-08-17,Agent,Individual Health
POL206039,CUST102087,Marine,4100.0,94000.0,24,2023-12-01,2025-11-20,Bancassurance,Marine Hull
POL206040,CUST102599,Life,11600.0,253000.0,24,2021-02-02,2023-01-23,Agent,Endowment Plan
POL206041,CUST104038,Life,16400.0,578000.0,24,2023-07-10,2025-06-29,Broker,ULIP
POL206042,CUST100528,Travel,7500.0,315000.0,6,2022-04-28,2022-10-25,Agent,International Travel
POL206043,CUST101118,Motor,47200.0,992000.0,12,2021-11-18,2022-11-13,Broker,Motor Comprehensive
POL206044,CUST102799,Health,31300.0,1519000.0,60,2021-01-08,2025-12-13,Agent,Critical Illness
POL206045,CUST102071,Motor,17000.0,904000.0,12,2021-02-11,2022-02-06,Agent,Motor Third-Party
POL206046,CUST102816,Motor,25100.0,486000.0,12,2024-03-26,2025-03-21,Agent,Motor Third-Party
POL206047,CUST102152,Motor,12900.0,291000.0,6,2024-05-11,2024-11-07,Direct,Motor Third-Party
POL206048,CUST100323,Life,28400.0,898000.0,12,2024-12-29,2025-12-24,Bancassurance,Endowment Plan
POL206049,CUST104682,Motor,14500.0,646000.0,24,2024-06-30,2026-06-20,Online,Motor Own-Damage
POL206050,CUST103453,Life,37000.0,697000.0,36,2021-10-31,2024-10-15,Agent,Term Life
POL206051,CUST103050,Life,10600.0,325000.0,24,2021-10-30,2023-10-20,Agent,Term Life
POL206052,CUST100744,Health,6500.0,387000.0,24,2024-02-01,2026-01-21,Agent,Family Floater
POL206053,CUST100987,Health,15400.0,592000.0,24,2022-11-25,2024-11-14,Agent,Family Floater
POL206054,CUST102983,Motor,10000.0,228000.0,24,2024-07-25,2026-07-15,Agent,Motor Comprehensive
POL206055,CUST100263,Life,20300.0,863000.0,12,2021-03-05,2022-02-28,Agent,Term Life
POL206056,CUST102363,Health,8900.0,276000.0,12,2022-02-26,2023-02-21,Bancassurance,Individual Health
POL206057,CUST104446,Property,47300.0,2603000.0,24,2021-10-24,2023-10-14,Bancassurance,Property All-Risk
POL206058,CUST104375,Health,6300.0,364000.0,12,2023-08-05,2024-07-30,Bancassurance,Individual Health
POL206059,CUST102573,Life,20800.0,532000.0,12,2023-12-10,2024-12-04,Online,Term Life
POL206060,CUST101161,Health,12800.0,721000.0,60,2021-12-30,2026-12-04,Agent,Family Floater
POL206061,CUST100369,Health,34000.0,1697000.0,12,2024-04-26,2025-04-21,Bancassurance,Critical Illness
POL206062,CUST100856,Health,13200.0,290000.0,12,2021-04-07,2022-04-02,Direct,Family Floater
POL206063,CUST101403,Life,13200.0,689000.0,12,2021-01-14,2022-01-09,Online,ULIP
POL206064,CUST102755,Health,12500.0,288000.0,12,2023-04-23,2024-04-17,Broker,Family Floater
POL206065,CUST103628,Property,21200.0,327000.0,36,2024-10-19,2027-10-04,Broker,Fire & Allied Perils
POL206066,CUST102301,Motor,12300.0,615000.0,12,2022-03-01,2023-02-24,Agent,Motor Own-Damage
POL206067,CUST104132,Marine,11300.0,346000.0,24,2023-05-08,2025-04-27,Agent,Marine Hull
POL206068,CUST100806,Marine,6100.0,344000.0,12,2024-06-13,2025-06-08,Agent,Marine Cargo
POL206069,CUST102117,Motor,9300.0,325000.0,12,2021-05-28,2022-05-23,Bancassurance,Motor Third-Party
POL206070,CUST103068,Motor,24700.0,1049000.0,60,2024-10-30,2029-10-04,Broker,Motor Third-Party
POL206071,CUST100269,Health,10100.0,490000.0,12,2023-06-26,2024-06-20,Broker,Critical Illness
POL206072,CUST104529,Motor,88300.0,4680000.0,12,2021-09-16,2022-09-11,Bancassurance,Motor Own-Damage
POL206073,CUST104975,Motor,17400.0,400000.0,24,2023-01-12,2025-01-01,Bancassurance,Motor Comprehensive
POL206074,CUST103701,Health,4400.0,106000.0,12,2021-08-08,2022-08-03,Broker,Critical Illness
POL206075,CUST103514,Life,24000.0,1319000.0,12,2021-02-13,2022-02-08,Online,Endowment Plan
POL206076,CUST101047,Motor,53000.0,1491000.0,36,2021-10-20,2024-10-04,Bancassurance,Motor Own-Damage
POL206077,CUST100914,Travel,7400.0,323000.0,24,2024-06-15,2026-06-05,Agent,Domestic Travel
POL206078,CUST101192,Motor,8600.0,156000.0,12,2022-11-11,2023-11-06,Bancassurance,Motor Comprehensive
POL206079,CUST100675,Motor,13500.0,608000.0,12,2022-05-16,2023-05-11,Agent,Motor Comprehensive
POL206080,CUST102787,Motor,5000.0,117000.0,12,2022-04-10,2023-04-05,Agent,Motor Comprehensive
POL206081,CUST104786,Marine,7900.0,402000.0,12,2024-09-16,2025-09-11,Agent,Marine Hull
POL206082,CUST103387,Property,23200.0,1123000.0,60,2023-07-25,2028-06-28,Online,Home Shield
POL206083,CUST104406,Motor,15700.0,651000.0,12,2024-11-28,2025-11-23,Bancassurance,Motor Third-Party
POL206084,CUST104894,Life,15700.0,342000.0,60,2022-11-10,2027-10-15,Broker,ULIP
POL206085,CUST103310,Motor,4400.0,119000.0,24,2023-12-25,2025-12-14,Online,Motor Comprehensive
POL206086,CUST100524,Motor,6200.0,105000.0,12,2021-02-02,2022-01-28,Agent,Motor Comprehensive
POL206087,CUST104652,Motor,11700.0,341000.0,24,2023-09-21,2025-09-10,Bancassurance,Motor Third-Party
POL206088,CUST102731,Property,31200.0,1002000.0,12,2023-12-30,2024-12-24,Online,Fire & Allied Perils
POL206089,CUST102736,Health,11300.0,406000.0,12,2024-07-06,2025-07-01,Broker,Critical Illness
POL206090,CUST104936,Health,17800.0,1065000.0,12,2022-05-31,2023-05-26,Direct,Family Floater
POL206091,CUST103419,Motor,10100.0,481000.0,24,2023-03-29,2025-03-18,Bancassurance,Motor Own-Damage
POL206092,CUST100554,Marine,15600.0,510000.0,12,2023-08-28,2024-08-22,Agent,Marine Cargo
POL206093,CUST103824,Travel,39500.0,2096000.0,12,2023-12-08,2024-12-02,Bancassurance,Domestic Travel
POL206094,CUST104862,Motor,19500.0,614000.0,24,2024-05-11,2026-05-01,Agent,Motor Third-Party
POL206095,CUST101187,Life,13300.0,416000.0,12,2022-05-15,2023-05-10,Agent,ULIP
POL206096,CUST102310,Life,22400.0,400000.0,12,2021-06-08,2022-06-03,Agent,Endowment Plan
POL206097,CUST100518,Travel,22000.0,1058000.0,36,2024-11-03,2027-10-19,Online,International Travel
POL206098,CUST103586,Health,20700.0,499000.0,12,2023-05-20,2024-05-14,Online,Family Floater
POL206099,CUST100714,Motor,11500.0,294000.0,24,2021-08-31,2023-08-21,Bancassurance,Motor Comprehensive
POL206100,CUST102126,Health,5500.0,168000.0,24,2024-09-22,2026-09-12,Agent,Individual Health
POL206101,CUST103253,Life,14400.0,749000.0,12,2024-12-08,2025-12-03,Online,Term Life
POL206102,CUST104205,Health,8000.0,430000.0,60,2021-07-16,2026-06-20,Agent,Family Floater
POL206103,CUST101597,Motor,7300.0,290000.0,6,2024-09-02,2025-03-01,Agent,Motor Comprehensive
POL206104,CUST104542,Property,17600.0,997000.0,12,2023-06-05,2024-05-30,Bancassurance,Fire & Allied Perils
POL206105,CUST100121,Property,15300.0,524000.0,12,2021-09-17,2022-09-12,Agent,Property All-Risk
POL206106,CUST100833,Health,22400.0,946000.0,60,2021-11-13,2026-10-18,Bancassurance,Critical Illness
POL206107,CUST100594,Health,20500.0,1165000.0,12,2021-10-14,2022-10-09,Online,Critical Illness
POL206108,CUST103736,Health,22000.0,846000.0,12,2022-09-16,2023-09-11,Broker,Individual Health
POL206109,CUST101809,Health,48900.0,1748000.0,12,2024-03-18,2025-03-13,Broker,Family Floater
POL206110,CUST100103,Motor,11600.0,189000.0,12,2023-12-03,2024-11-27,Online,Motor Comprehensive
POL206111,CUST103940,Health,19900.0,1087000.0,6,2022-10-04,2023-04-02,Agent,Critical Illness
POL206112,CUST101384,Health,17300.0,407000.0,12,2024-05-13,2025-05-08,Bancassurance,Individual Health
POL206113,CUST103411,Travel,4200.0,149000.0,12,2024-11-12,2025-11-07,Bancassurance,International Travel
POL206114,CUST102761,Motor,14200.0,720000.0,12,2024-09-13,2025-09-08,Online,Motor Third-Party
POL206115,CUST100557,Health,4300.0,164000.0,60,2021-12-11,2026-11-15,Agent,Critical Illness
POL206116,CUST103016,Health,7400.0,371000.0,12,2024-03-19,2025-03-14,Agent,Individual Health
POL206117,CUST104305,Property,24600.0,1295000.0,24,2021-09-14,2023-09-04,Broker,Property All-Risk
POL206118,CUST101826,Health,11100.0,594000.0,36,2024-06-22,2027-06-07,Direct,Family Floater
POL206119,CUST104167,Motor,9300.0,173000.0,12,2022-03-12,2023-03-07,Agent,Motor Third-Party
POL206120,CUST101352,Health,30400.0,739000.0,12,2021-05-13,2022-05-08,Online,Critical Illness
POL206121,CUST101414,Motor,18500.0,1035000.0,24,2021-01-04,2022-12-25,Agent,Motor Own-Damage
POL206122,CUST100858,Health,21000.0,563000.0,60,2023-10-21,2028-09-24,Agent,Individual Health
POL206123,CUST101058,Life,17700.0,828000.0,12,2022-01-15,2023-01-10,Agent,ULIP
POL206124,CUST101198,Health,7900.0,307000.0,12,2023-10-15,2024-10-09,Broker,Individual Health
POL206125,CUST103248,Life,6000.0,343000.0,6,2022-05-20,2022-11-16,Bancassurance,ULIP
POL206126,CUST100651,Motor,20900.0,554000.0,24,2021-05-07,2023-04-27,Online,Motor Comprehensive
POL206127,CUST102722,Life,28700.0,1472000.0,12,2022-07-01,2023-06-26,Broker,ULIP
POL206128,CUST101305,Travel,13200.0,441000.0,12,2022-05-06,2023-05-01,Online,International Travel
POL206129,CUST100733,Health,29200.0,754000.0,12,2022-09-20,2023-09-15,Agent,Family Floater
POL206130,CUST104106,Property,13300.0,493000.0,24,2022-05-31,2024-05-20,Online,Home Shield
POL206131,CUST102699,Health,11800.0,464000.0,12,2022-07-19,2023-07-14,Agent,Critical Illness
POL206132,CUST101437,Life,16800.0,335000.0,24,2023-08-03,2025-07-23,Bancassurance,ULIP
POL206133,CUST103192,Health,8900.0,210000.0,12,2022-07-30,2023-07-25,Online,Family Floater
POL206134,CUST104538,Travel,23100.0,1292000.0,24,2023-03-05,2025-02-22,Broker,Domestic Travel
POL206135,CUST101413,Motor,30100.0,1353000.0,36,2021-12-09,2024-11-23,Bancassurance,Motor Comprehensive
