claim_id,policy_id,customer_id,claim_date,claim_type,claim_amount,settlement_amount,status,fraud_flag,days_to_settle
CLM311250,POL206953,CUST102067,2025-08-27,Medical,50800.0,,Pending,0,
CLM311251,POL207777,CUST103939,2022-11-26,Accident,42300.0,34900.0,Settled,0,81.0
CLM311252,POL208951,CUST100516,2025-04-13,Own Damage,39000.0,38100.0,Settled,0,20.0
CLM311253,POL202443,CUST102761,2023-03-09,Own Damage,19900.0,12100.0,Settled,0,72.0
CLM311254,POL205846,CUST104637,2023-08-28,Death,60100.0,,Pending,0,
CLM311255,POL203078,CUST102337,2025-11-21,Death,45700.0,,Pending,0,
CLM311256,POL207370,CUST100191,2023-07-28,Natural Calamity,66400.0,,Pending,0,
CLM311257,POL209136,CUST104494,2023-02-07,Own Damage,43800.0,,Rejected,0,
CLM311258,POL209836,CUST100610,2024-11-30,Death,58700.0,54000.0,Settled,0,15.0
CLM311259,POL209537,CUST103365,2022-05-26,Medical,53000.0,31800.0,Settled,0,27.0
CLM311260,POL204013,CUST104903,2023-02-08,Death,79100.0,70200.0,Settled,0,33.0
CLM311261,POL206614,CUST100516,2023-05-25,Own Damage,61100.0,51300.0,Settled,0,84.0
CLM311262,POL206974,CUST104190,2022-07-25,Fire,7400.0,4200.0,Settled,0,47.0
CLM311263,POL208451,CUST104503,2022-08-09,Accident,18400.0,,Rejected,0,
CLM311264,POL205839,CUST100817,2023-10-14,Medical,20100.0,18900.0,Settled,0,81.0
CLM311265,POL200694,CUST103716,2023-12-25,Theft,18100.0,,Pending,0,
CLM311266,POL200575,CUST104522,2024-09-18,Medical,6000.0,3400.0,Settled,0,67.0
CLM311267,POL202953,CUST102692,2025-12-22,Own Damage,21300.0,18400.0,Settled,0,40.0
CLM311268,POL201884,CUST104702,2023-04-22,Theft,66300.0,,Rejected,0,
CLM311269,POL202869,CUST104320,2024-02-13,Natural Calamity,67200.0,39100.0,Settled,0,65.0
CLM311270,POL204626,CUST101603,2025-07-15,Fire,83300.0,51100.0,Settled,0,35.0
CLM311271,POL204798,CUST104979,2026-03-19,Own Damage,9600.0,,Pending,0,
CLM311272,POL203993,CUST101274,2024-01-12,Natural Calamity,93600.0,61400.0,Settled,0,48.0
CLM311273,POL208641,CUST101219,2024-02-24,Accident,10200.0,8500.0,Settled,0,66.0
CLM311274,POL200598,CUST102310,2024-05-23,Third-Party Liability,18600.0,,Rejected,0,
CLM311275,POL203696,CUST101520,2024-03-25,Fire,14800.0,10400.0,Settled,0,64.0
CLM311276,POL208203,CUST104952,2023-01-06,Death,36900.0,30400.0,Settled,0,20.0
CLM311277,POL208832,CUST101814,2025-04-05,Death,89000.0,77100.0,Settled,0,19.0
CLM311278,POL202004,CUST102627,2023-02-03,Theft,30400.0,25800.0,Settled,0,42.0
CLM311279,POL206354,CUST100288,2024-10-02,Death,55600.0,,Pending,1,
CLM311280,POL202986,CUST101240,2021-11-24,Accident,23000.0,20900.0,Settled,0,29.0
CLM311281,POL209286,CUST100389,2025-08-18,Theft,25500.0,19500.0,Settled,0,31.0
CLM311282,POL205252,CUST100301,2022-08-20,Own Damage,80600.0,58000.0,Settled,0,87.0
CLM311283,POL203405,CUST103282,2021-07-01,Fire,137900.0,125700.0,Settled,0,38.0
CLM311284,POL200267,CUST102841,2022-07-27,Fire,62700.0,,Pending,0,
CLM311285,POL207340,CUST100802,2025-09-05,Natural Calamity,42200.0,24700.0,Settled,0,74.0
CLM311286,POL200780,CUST100037,2023-01-25,Medical,91700.0,81900.0,Settled,0,17.0
CLM311287,POL208266,CUST102734,2023-05-06,Fire,85900.0,,Pending,0,
CLM311288,POL207159,CUST100384,2023-07-20,Accident,57100.0,31800.0,Settled,0,59.0
CLM311289,POL206110,CUST100103,2025-04-02,Fire,21500.0,17700.0,Settled,0,22.0
CLM311290,POL203838,CUST102851,2025-12-30,Natural Calamity,6600.0,6400.0,Settled,0,64.0
CLM311291,POL200399,CUST101958,2024-05-30,Own Damage,23100.0,17900.0,Settled,0,16.0
CLM311292,POL205979,CUST100667,2024-04-23,Fire,81900.0,,Rejected,0,
CLM311293,POL202196,CUST100649,2024-08-11,Natural Calamity,63000.0,39600.0,Settled,0,6.0
CLM311294,POL204790,CUST102596,2024-02-27,Own Damage,37300.0,,Rejected,1,
CLM311295,POL203242,CUST102157,2022-12-03,Natural Calamity,38500.0,36100.0,Settled,0,27.0
CLM311296,POL206143,CUST101368,2025-05-20,Fire,15400.0,,Pending,0,
CLM311297,POL209194,CUST104950,2022-05-14,Accident,26500.0,16800.0,Settled,0,40.0
CLM311298,POL207281,CUST101427,2023-09-03,Theft,21500.0,16700.0,Settled,0,35.0
CLM311299,POL203749,CUST101104,2022-10-15,Medical,9900.0,9700.0,Settled,0,49.0
CLM311300,POL200209,CUST100010,2023-04-30,Death,22600.0,18600.0,Settled,0,86.0
CLM311301,POL204091,CUST102090,2022-04-18,Accident,22900.0,,Pending,1,
CLM311302,POL207635,CUST102623,2025-01-17,Natural Calamity,28300.0,,Pending,0,
CLM311303,POL209834,CUST100674,2025-07-09,Accident,73100.0,49700.0,Settled,0,19.0
CLM311304,POL208707,CUST102286,2024-09-27,Third-Party Liability,46600.0,,Rejected,1,
CLM311305,POL202444,CUST100793,2024-11-25,Own Damage,51200.0,32300.0,Settled,0,49.0
CLM311306,POL207389,CUST100734,2024-11-28,Accident,46300.0,35300.0,Settled,0,24.0
CLM311307,POL200434,CUST104939,2022-09-20,Theft,91700.0,83200.0,Settled,0,19.0
CLM311308,POL203791,CUST101639,2025-03-03,Natural Calamity,52800.0,41200.0,Settled,0,22.0
CLM311309,POL208136,CUST100803,2024-11-15,Death,146600.0,,Pending,0,
CLM311310,POL201713,CUST104905,2026-09-08,Accident,38000.0,,Rejected,0,
CLM311311,POL201543,CUST103307,2026-02-19,Natural Calamity,62000.0,42600.0,Settled,0,70.0
CLM311312,POL209215,CUST103026,2024-11-06,Accident,177800.0,116900.0,Settled,0,83.0
CLM311313,POL202222,CUST102162,2022-08-15,Third-Party Liability,29600.0,26200.0,Settled,0,75.0
CLM311314,POL203773,CUST104898,2022-11-27,Fire,55600.0,33300.0,Settled,0,26.0
CLM311315,POL201149,CUST100851,2024-06-11,Medical,39600.0,25900.0,Settled,0,20.0
CLM311316,POL206263,CUST104765,2022-05-23,Theft,60600.0,41200.0,Settled,0,74.0
CLM311317,POL204139,CUST102926,2023-12-03,Theft,47000.0,37200.0,Settled,0,60.0
CLM311318,POL208911,CUST101939,2024-02-05,Medical,102200.0,68100.0,Settled,0,85.0
CLM311319,POL205339,CUST103322,2022-11-23,Theft,112300.0,,Pending,0,
CLM311320,POL201723,CUST104603,2024-05-14,Own Damage,35100.0,,Pending,0,
CLM311321,POL207255,CUST103395,2023-09-24,Theft,58800.0,53500.0,Settled,0,51.0
CLM311322,POL201588,CUST100633,2025-03-24,Own Damage,66600.0,56300.0,Settled,0,31.0
CLM311323,POL202802,CUST102751,2023-10-09,Death,34900.0,,Pending,1,
CLM311324,POL200191,CUST102105,2023-08-04,Natural Calamity,64100.0,41800.0,Settled,0,11.0
CLM311325,POL206099,CUST100714,2023-07-14,Third-Party Liability,93300.0,56900.0,Settled,1,5.0
CLM311326,POL209725,CUST103992,2024-06-07,Natural Calamity,64900.0,38600.0,Settled,0,34.0
CLM311327,POL201737,CUST101881,2023-07-15,Accident,52400.0,42400.0,Settled,0,36.0
CLM311328,POL206653,CUST102181,2026-05-27,Own Damage,48000.0,42100.0,Settled,0,30.0
CLM311329,POL206921,CUST100975,2024-06-20,Fire,119700.0,99900.0,Settled,0,36.0
CLM311330,POL208575,CUST102474,2025-06-11,Medical,43100.0,38400.0,Settled,0,20.0
CLM311331,POL200076,CUST101648,2025-06-17,Natural Calamity,76800.0,64900.0,Settled,0,15.0
CLM311332,POL206127,CUST102722,2024-02-04,Third-Party Liability,32600.0,,Rejected,0,
CLM311333,POL207011,CUST101890,2022-08-23,Own Damage,5500.0,,Pending,0,
CLM311334,POL207499,CUST103878,2022-05-15,Medical,29900.0,23700.0,Settled,1,11.0
CLM311335,POL208039,CUST103476,2024-06-18,Natural Calamity,41900.0,,Pending,0,
CLM311336,POL207465,CUST102533,2022-10-17,Theft,57500.0,,Rejected,0,
CLM311337,POL209044,CUST100829,2024-01-30,Death,117400.0,65500.0,Settled,0,69.0
CLM311338,POL201070,CUST103307,2021-06-28,Fire,45500.0,42400.0,Settled,0,73.0
CLM311339,POL207624,CUST101540,2023-08-25,Own Damage,59200.0,,Pending,0,
CLM311340,POL201235,CUST104511,2021-12-08,Own Damage,93800.0,87400.0,Settled,0,54.0
CLM311341,POL202584,CUST102186,2025-02-10,Third-Party Liability,89000.0,86200.0,Settled,0,45.0
CLM311342,POL201939,CUST102680,2024-07-29,Medical,79900.0,63900.0,Settled,0,76.0
CLM311343,POL209897,CUST101824,2024-08-09,Theft,51200.0,40700.0,Settled,0,85.0
CLM311344,POL201137,CUST102645,2024-11-06,Fire,59800.0,,Rejected,0,
CLM311345,POL204969,CUST104145,2022-03-04,Accident,82200.0,61100.0,Settled,0,27.0
CLM311346,POL201631,CUST100912,2025-08-31,Accident,20200.0,18100.0,Settled,0,60.0
CLM311347,POL208958,CUST103172,2023-02-18,Theft,45400.0,28800.0,Settled,0,30.0
CLM311348,POL208133,CUST104177,2025-04-10,Natural Calamity,34200.0,27900.0,Settled,0,17.0
CLM311349,POL204778,CUST100863,2025-11-21,Death,16100.0,11200.0,Settled,0,26.0
CLM311350,POL204969,CUST104145,2022-05-26,Fire,38200.0,27800.0,Settled,0,72.0
CLM311351,POL201276,CUST100122,2022-04-01,Medical,102100.0,73700.0,Settled,0,31.0
CLM311352,POL201721,CUST101273,2022-12-04,Natural Calamity,93900.0,73700.0,Settled,0,47.0
CLM311353,POL200534,CUST101538,2023-10-15,Third-Party Liability,20000.0,13600.0,Settled,0,67.0
CLM311354,POL209167,CUST104626,2023-04-22,Natural Calamity,44800.0,29600.0,Settled,0,65.0
CLM311355,POL201393,CUST104458,2023-02-23,Medical,5600.0,4400.0,Settled,0,22.0
CLM311356,POL204600,CUST104498,2023-02-28,Death,100000.0,60600.0,Settled,0,79.0
CLM311357,POL207230,CUST104416,2025-11-11,Fire,79800.0,51000.0,Settled,0,22.0
CLM311358,POL209301,CUST101568,2024-08-04,Own Damage,61900.0,56000.0,Settled,0,70.0
CLM311359,POL204449,CUST104930,2024-08-10,Fire,81200.0,70700.0,Settled,0,88.0
CLM311360,POL201427,CUST102373,2022-12-04,Medical,46200.0,,Pending,0,
CLM311361,POL202501,CUST100110,2023-12-12,Death,22200.0,18400.0,Settled,0,47.0
CLM311362,POL200227,CUST104011,2024-12-02,Own Damage,58800.0,57100.0,Settled,0,70.0
CLM311363,POL201480,CUST104792,2022-07-03,Theft,101200.0,85700.0,Settled,0,69.0
CLM311364,POL208653,CUST100020,2021-08-24,Own Damage,48700.0,37000.0,Settled,0,7.0
CLM311365,POL202836,CUST103266,2022-11-07,Accident,21600.0,15000.0,Settled,0,54.0
CLM311366,POL203011,CUST101943,2023-10-09,Accident,36600.0,28300.0,Settled,1,83.0
CLM311367,POL205042,CUST104216,2022-09-10,Theft,89800.0,71800.0,Settled,0,50.0
CLM311368,POL205422,CUST104652,2023-06-14,Accident,61200.0,41400.0,Settled,0,34.0
CLM311369,POL208680,CUST101328,2024-09-11,Third-Party Liability,24800.0,,Pending,0,
CLM311370,POL203673,CUST101776,2022-12-08,Own Damage,99500.0,68600.0,Settled,0,41.0
CLM311371,POL209259,CUST103300,2025-07-03,Medical,28200.0,,Pending,0,
CLM311372,POL209484,CUST103740,2025-10-22,Accident,18500.0,10900.0,Settled,0,5.0
CLM311373,POL204089,CUST100097,2026-01-08,Theft,34600.0,,Pending,1,
CLM311374,POL200544,CUST104214,2025-07-06,Theft,32800.0,28500.0,Settled,0,61.0
CLM311375,POL204460,CUST102728,2025-01-25,Medical,114400.0,102500.0,Settled,0,33.0
CLM311376,POL203461,CUST104371,2022-10-22,Theft,52900.0,,Rejected,0,
CLM311377,POL200922,CUST103799,2022-06-16,Third-Party Liability,8000.0,4500.0,Settled,0,54.0
CLM311378,POL205478,CUST102836,2022-06-21,Medical,75000.0,41300.0,Settled,0,85.0
CLM311379,POL206270,CUST100434,2024-06-11,Death,55900.0,,Pending,0,
CLM311380,POL209865,CUST100047,2024-06-03,Medical,22500.0,16600.0,Settled,0,52.0
CLM311381,POL205562,CUST103519,2023-08-28,Medical,12600.0,12300.0,Settled,0,43.0
CLM311382,POL200933,CUST103179,2022-10-15,Accident,101100.0,68600.0,Settled,0,52.0
CLM311383,POL200100,CUST101026,2025-09-30,Natural Calamity,23600.0,22000.0,Settled,0,20.0
CLM311384,POL200220,CUST104221,2025-02-26,Medical,81500.0,66700.0,Settled,0,55.0
CLM311385,POL205272,CUST100511,2025-09-12,Fire,47200.0,,Pending,0,
CLM311386,POL207740,CUST103937,2024-05-27,Accident,12700.0,11400.0,Settled,0,12.0
CLM311387,POL206813,CUST101134,2026-01-07,Medical,78600.0,46000.0,Settled,0,40.0
CLM311388,POL203002,CUST101270,2022-11-17,Third-Party Liability,50600.0,,Pending,0,
CLM311389,POL204431,CUST103699,2025-07-10,Accident,7600.0,,Rejected,0,
CLM311390,POL203666,CUST101406,2022-11-25,Theft,33600.0,,Rejected,0,
CLM311391,POL200768,CUST103385,2025-02-17,Medical,12800.0,9200.0,Settled,0,60.0
CLM311392,POL208220,CUST103290,2024-10-15,Theft,71100.0,,Pending,0,
CLM311393,POL202979,CUST102117,2023-03-30,Own Damage,28900.0,16700.0,Settled,0,21.0
CLM311394,POL203773,CUST104898,2023-03-02,Death,21500.0,18500.0,Settled,0,21.0
CLM311395,POL206846,CUST102942,2025-08-20,Accident,30100.0,,Rejected,0,
CLM311396,POL206794,CUST101877,2025-11-12,Medical,42300.0,,Rejected,1,
CLM311397,POL206398,CUST102646,2022-06-01,Own Damage,39400.0,34200.0,Settled,0,22.0
CLM311398,POL202346,CUST103354,2023-04-13,Death,58800.0,,Rejected,0,
CLM311399,POL203403,CUST103261,2023-08-28,Medical,21800.0,15200.0,Settled,0,53.0
CLM311400,POL207203,CUST103214,2021-06-09,Theft,27800.0,,Pending,0,
CLM311401,POL202851,CUST104966,2023-07-13,Fire,112300.0,100100.0,Settled,0,12.0
CLM311402,POL206469,CUST100917,2023-04-16,Fire,62000.0,36300.0,Settled,0,37.0
CLM311403,POL203955,CUST103690,2021-10-04,Theft,18200.0,13900.0,Settled,0,12.0
CLM311404,POL206314,CUST103334,2022-05-10,Fire,47700.0,,Rejected,0,
CLM311405,POL209458,CUST104826,2025-09-17,Third-Party Liability,35000.0,25800.0,Settled,0,17.0
CLM311406,POL207265,CUST101520,2025-04-24,Own Damage,9400.0,5200.0,Settled,0,23.0
CLM311407,POL206994,CUST103148,2024-12-09,Third-Party Liability,74400.0,54000.0,Settled,0,15.0
CLM311408,POL204818,CUST101258,2021-10-13,Third-Party Liability,50900.0,30600.0,Settled,0,27.0
CLM311409,POL209921,CUST103847,2024-05-22,Third-Party Liability,53200.0,29700.0,Settled,0,80.0
CLM311410,POL202000,CUST104215,2025-05-04,Own Damage,87100.0,68200.0,Settled,0,84.0
CLM311411,POL206754,CUST103279,2024-01-10,Natural Calamity,55300.0,42100.0,Settled,0,37.0
CLM311412,POL205072,CUST101221,2023-02-09,Medical,178600.0,115200.0,Settled,0,21.0
CLM311413,POL200658,CUST101377,2024-09-30,Fire,26600.0,19100.0,Settled,0,33.0
CLM311414,POL200512,CUST101807,2023-09-25,Death,23900.0,,Rejected,0,
CLM311415,POL207455,CUST104064,2022-09-12,Natural Calamity,63900.0,56500.0,Settled,0,38.0
CLM311416,POL208093,CUST104515,2024-10-14,Theft,81500.0,79800.0,Settled,0,50.0
CLM311417,POL201391,CUST101891,2026-01-20,Natural Calamity,33600.0,22900.0,Settled,0,74.0
CLM311418,POL208593,CUST104521,2022-11-14,Accident,98000.0,,Pending,0,
CLM311419,POL200697,CUST104095,2023-01-11,Own Damage,21500.0,11800.0,Settled,0,9.0
CLM311420,POL200902,CUST104067,2024-04-08,Medical,3500.0,,Pending,0,
CLM311421,POL208526,CUST104643,2023-03-03,Theft,60300.0,53400.0,Settled,0,28.0
CLM311422,POL205632,CUST104842,2025-02-01,Death,16300.0,11500.0,Settled,0,20.0
CLM311423,POL203539,CUST100825,2025-04-25,Accident,4900.0,3200.0,Settled,0,37.0
CLM311424,POL203150,CUST101987,2023-11-08,Death,38200.0,34200.0,Settled,0,89.0
CLM311425,POL209282,CUST103549,2025-04-17,Third-Party Liability,43100.0,27600.0,Settled,0,53.0
CLM311426,POL203422,CUST104109,2023-09-07,Own Damage,69600.0,56000.0,Settled,0,48.0
CLM311427,POL203680,CUST101346,2023-07-14,Accident,33200.0,,Rejected,0,
CLM311428,POL202178,CUST102349,2023-12-14,Fire,102200.0,,Rejected,0,
CLM311429,POL206962,CUST104301,2024-10-10,Medical,81400.0,,Pending,0,
CLM311430,POL203965,CUST104093,2023-01-22,Theft,48400.0,,Rejected,0,
CLM311431,POL208423,CUST100939,2024-10-21,Accident,14000.0,,Pending,0,
CLM311432,POL208678,CUST103252,2024-03-16,Theft,15500.0,,Rejected,1,
CLM311433,POL206637,CUST101384,2022-12-08,Theft,40800.0,32100.0,Settled,0,28.0
CLM311434,POL206251,CUST103058,2023-05-08,Accident,71100.0,62100.0,Settled,0,13.0
CLM311435,POL202188,CUST100045,2022-04-03,Fire,87200.0,,Pending,0,
CLM311436,POL209976,CUST104352,2022-07-05,Medical,71800.0,,Rejected,0,
CLM311437,POL209407,CUST104478,2026-09-11,Theft,84200.0,,Rejected,0,
CLM311438,POL203974,CUST104407,2022-05-19,Fire,30400.0,27500.0,Settled,0,44.0
CLM311439,POL208707,CUST102286,2023-04-02,Theft,5700.0,4400.0,Settled,0,24.0
CLM311440,POL207450,CUST103267,2022-06-11,Natural Calamity,35200.0,20700.0,Settled,0,48.0
CLM311441,POL201368,CUST101828,2021-08-25,Theft,82900.0,73600.0,Settled,1,71.0
CLM311442,POL201375,CUST103561,2023-06-15,Natural Calamity,21600.0,13100.0,Settled,0,79.0
CLM311443,POL203815,CUST102580,2022-06-14,Theft,42700.0,,Rejected,0,
CLM311444,POL203437,CUST100365,2024-12-24,Medical,11900.0,8700.0,Settled,0,84.0
CLM311445,POL204355,CUST104624,2022-06-09,Fire,37100.0,29700.0,Settled,0,46.0
CLM311446,POL205716,CUST100302,2023-12-01,Natural Calamity,77800.0,51300.0,Settled,0,8.0
CLM311447,POL205021,CUST102788,2024-06-28,Fire,26100.0,20600.0,Settled,0,25.0
CLM311448,POL205509,CUST100888,2022-12-29,Third-Party Liability,17100.0,,Rejected,0,
CLM311449,POL209383,CUST102526,2024-04-13,Natural Calamity,48300.0,29900.0,Settled,0,46.0
CLM311450,POL204861,CUST100272,2024-11-18,Natural Calamity,27400.0,20300.0,Settled,0,39.0
CLM311451,POL209288,CUST104995,2021-05-15,Third-Party Liability,29900.0,,Pending,0,
CLM311452,POL209061,CUST101434,2025-02-15,Own Damage,21400.0,,Rejected,0,
CLM311453,POL208145,CUST102563,2024-02-18,Accident,8400.0,5100.0,Settled,0,89.0
CLM311454,POL205381,CUST102715,2023-02-22,Natural Calamity,42100.0,,Pending,0,
CLM311455,POL205764,CUST103618,2024-03-23,Medical,38100.0,32300.0,Settled,0,32.0
CLM311456,POL209026,CUST102805,2023-02-03,Fire,8900.0,5300.0,Settled,0,47.0
CLM311457,POL203667,CUST100355,2023-09-28,Natural Calamity,73900.0,61900.0,Settled,0,7.0
CLM311458,POL200023,CUST101476,2023-03-28,Third-Party Liability,66400.0,43400.0,Settled,0,37.0
CLM311459,POL206884,CUST100562,2026-02-19,Theft,17900.0,,Pending,0,
CLM311460,POL208544,CUST101273,2023-11-25,Fire,121900.0,101000.0,Settled,0,12.0
CLM311461,POL208032,CUST102594,2025-04-05,Accident,82400.0,70100.0,Settled,0,86.0
CLM311462,POL201379,CUST100320,2023-08-24,Natural Calamity,38600.0,27600.0,Settled,1,86.0
CLM311463,POL207481,CUST100727,2024-08-28,Theft,27200.0,,Rejected,0,
CLM311464,POL205905,CUST101620,2024-06-10,Fire,85100.0,,Pending,1,
CLM311465,POL200668,CUST100375,2022-03-24,Theft,12800.0,,Rejected,0,
CLM311466,POL206602,CUST100563,2026-04-28,Third-Party Liability,18500.0,18100.0,Settled,0,16.0
CLM311467,POL204750,CUST101344,2024-11-26,Fire,46100.0,,Rejected,0,
CLM311468,POL209087,CUST100479,2024-01-15,Medical,46700.0,,Rejected,0,
CLM311469,POL209308,CUST104894,2023-12-03,Medical,146100.0,86500.0,Settled,0,67.0
CLM311470,POL203039,CUST102378,2022-10-24,Fire,59500.0,,Pending,0,
CLM311471,POL200795,CUST101140,2023-09-26,Death,36300.0,20800.0,Settled,0,11.0
CLM311472,POL202458,CUST101973,2024-08-09,Death,34600.0,24900.0,Settled,0,66.0
CLM311473,POL209145,CUST104447,2025-08-14,Fire,41800.0,,Pending,0,
CLM311474,POL208847,CUST104766,2025-08-18,Theft,9300.0,7800.0,Settled,0,49.0
CLM311475,POL200140,CUST103654,2025-07-13,Fire,51900.0,,Pending,0,
CLM311476,POL203529,CUST104100,2022-09-09,Natural Calamity,34100.0,,Pending,0,
CLM311477,POL204105,CUST101929,2021-10-12,Fire,103500.0,84800.0,Settled,0,54.0
CLM311478,POL207368,CUST102929,2025-04-10,Fire,24500.0,,Rejected,0,
CLM311479,POL200728,CUST104196,2024-02-26,Accident,134400.0,,Pending,0,
CLM311480,POL200583,CUST103199,2022-12-12,Third-Party Liability,11100.0,,Pending,0,
CLM311481,POL204503,CUST102770,2024-04-10,Death,18000.0,12200.0,Settled,0,59.0
CLM311482,POL200451,CUST101847,2025-02-14,Death,25900.0,16200.0,Settled,1,37.0
CLM311483,POL201082,CUST102195,2024-01-11,Accident,10900.0,7800.0,Settled,0,25.0
CLM311484,POL207826,CUST100070,2026-02-15,Third-Party Liability,36400.0,27000.0,Settled,0,57.0
CLM311485,POL208748,CUST103597,2022-12-22,Natural Calamity,143800.0,106600.0,Settled,0,60.0
CLM311486,POL200205,CUST101170,2022-03-05,Accident,70600.0,,Pending,0,
CLM311487,POL208646,CUST103173,2024-03-07,Theft,36400.0,26000.0,Settled,0,16.0
CLM311488,POL203312,CUST103504,2025-10-28,Death,27500.0,26100.0,Settled,0,19.0
CLM311489,POL200470,CUST102081,2023-12-05,Own Damage,86000.0,63900.0,Settled,1,85.0
CLM311490,POL201799,CUST100233,2024-12-15,Theft,140300.0,116200.0,Settled,1,77.0
CLM311491,POL203753,CUST100597,2023-11-12,Natural Calamity,77600.0,,Rejected,0,
CLM311492,POL206355,CUST101934,2025-07-19,Own Damage,30600.0,24400.0,Settled,0,28.0
CLM311493,POL203401,CUST102624,2023-07-20,Fire,70900.0,50400.0,Settled,0,11.0
CLM311494,POL203073,CUST101800,2026-02-17,Medical,24400.0,17400.0,Settled,0,8.0
CLM311495,POL204926,CUST103369,2023-11-01,Third-Party Liability,30800.0,23200.0,Settled,0,88.0
CLM311496,POL202731,CUST101550,2022-03-27,Own Damage,36900.0,,Rejected,0,
CLM311497,POL202173,CUST101848,2022-02-04,Own Damage,53200.0,49400.0,Settled,0,63.0
CLM311498,POL208633,CUST100455,2025-03-05,Medical,94200.0,77000.0,Settled,0,17.0
CLM311499,POL204062,CUST101860,2023-10-01,Fire,72900.0,55200.0,Settled,0,84.0
CLM311500,POL200206,CUST100000,2021-12-29,Fire,27000.0,17800.0,Settled,1,66.0
CLM311501,POL209235,CUST104608,2026-02-20,Death,66900.0,58500.0,Settled,0,87.0
CLM311502,POL202074,CUST101937,2024-05-13,Own Damage,59600.0,,Rejected,1,
CLM311503,POL203554,CUST103143,2026-03-20,Own Damage,90000.0,,Pending,0,
CLM311504,POL206118,CUST101826,2024-11-27,Natural Calamity,42600.0,24000.0,Settled,0,52.0
CLM311505,POL203315,CUST103416,2022-10-25,Death,26300.0,21600.0,Settled,0,76.0
CLM311506,POL200855,CUST100762,2024-01-06,Accident,12700.0,12700.0,Settled,0,78.0
CLM311507,POL202359,CUST101478,2024-07-17,Death,42000.0,27700.0,Settled,0,21.0
CLM311508,POL207360,CUST104089,2022-10-23,Natural Calamity,85400.0,50600.0,Settled,0,62.0
CLM311509,POL206536,CUST103859,2023-09-03,Third-Party Liability,53900.0,,Rejected,0,
CLM311510,POL208178,CUST101122,2022-08-19,Own Damage,26200.0,16000.0,Settled,0,60.0
CLM311511,POL204407,CUST101342,2024-12-04,Death,40600.0,36600.0,Settled,0,73.0
CLM311512,POL209512,CUST103022,2022-12-18,Accident,47600.0,43400.0,Settled,0,7.0
CLM311513,POL203219,CUST102014,2024-09-15,Third-Party Liability,28700.0,21000.0,Settled,0,35.0
CLM311514,POL208277,CUST104665,2023-07-30,Theft,63500.0,,Rejected,0,
CLM311515,POL202434,CUST102516,2023-07-28,Fire,31300.0,28800.0,Settled,0,14.0
CLM311516,POL207814,CUST104523,2024-10-26,Theft,101000.0,,Rejected,0,
CLM311517,POL207271,CUST100372,2025-05-24,Death,55000.0,49900.0,Settled,0,85.0
CLM311518,POL201511,CUST103795,2022-07-07,Medical,61500.0,40600.0,Settled,0,31.0
CLM311519,POL201768,CUST104535,2024-06-28,Accident,34900.0,24900.0,Settled,0,16.0
CLM311520,POL200305,CUST102222,2024-08-05,Third-Party Liability,19100.0,18000.0,Settled,0,20.0
CLM311521,POL209386,CUST101522,2022-02-11,Third-Party Liability,75800.0,56300.0,Settled,0,19.0
CLM311522,POL204917,CUST104100,2025-01-02,Accident,23400.0,15400.0,Settled,0,83.0
CLM311523,POL205681,CUST100771,2021-11-11,Medical,119900.0,104400.0,Settled,0,27.0
CLM311524,POL207457,CUST100850,2023-08-27,Third-Party Liability,31400.0,,Rejected,0,
CLM311525,POL205601,CUST101801,2025-10-10,Own Damage,56700.0,53200.0,Settled,0,44.0
CLM311526,POL200820,CUST103340,2025-11-08,Theft,29000.0,24800.0,Settled,0,79.0
CLM311527,POL205560,CUST101859,2024-08-21,Fire,33600.0,,Pending,0,
CLM311528,POL209282,CUST103549,2025-05-04,Fire,70600.0,,Pending,0,
CLM311529,POL200773,CUST102196,2024-03-14,Natural Calamity,55900.0,38800.0,Settled,0,32.0
CLM311530,POL205585,CUST100283,2023-03-04,Death,34000.0,,Rejected,0,
CLM311531,POL209023,CUST102403,2022-04-15,Third-Party Liability,25300.0,,Pending,0,
CLM311532,POL202492,CUST104851,2024-08-31,Own Damage,15700.0,12400.0,Settled,0,17.0
CLM311533,POL203867,CUST103991,2022-12-07,Theft,23300.0,19300.0,Settled,0,37.0
CLM311534,POL207929,CUST102507,2023-11-26,Own Damage,14400.0,9500.0,Settled,0,64.0
CLM311535,POL201443,CUST100794,2024-10-13,Third-Party Liability,18600.0,17400.0,Settled,0,87.0
CLM311536,POL201479,CUST102303,2021-09-06,Theft,53100.0,,Rejected,0,
CLM311537,POL204802,CUST100756,2022-09-29,Accident,24400.0,16700.0,Settled,0,20.0
CLM311538,POL200169,CUST100536,2022-04-11,Own Damage,50100.0,46000.0,Settled,0,75.0
CLM311539,POL203510,CUST104922,2025-09-07,Natural Calamity,97200.0,,Rejected,0,
CLM311540,POL202880,CUST103348,2025-12-24,Third-Party Liability,87300.0,56300.0,Settled,0,60.0
CLM311541,POL206413,CUST100730,2024-02-26,Death,9700.0,6500.0,Settled,0,88.0
CLM311542,POL206279,CUST104428,2025-08-25,Natural Calamity,85400.0,61200.0,Settled,0,30.0
CLM311543,POL200063,CUST102905,2023-06-23,Fire,12800.0,8100.0,Settled,0,85.0
CLM311544,POL207037,CUST100447,2022-06-05,Death,31900.0,,Rejected,0,
